ID,Age,Age_Category,Education,Marital_Status,Income,Income_Category,Kids,Kidhome,Teenhome,Registered_Year,Registered_Month,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_Acc_Cmp,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntWinesCat,MntFruitsCat,MntMeatProductsCat,MntFishProductsCat,MntSweetProductsCat,MntGoldProdsCat,TotalPurchaseCat,NumDealsCat,NumWebCat,NumCatalogCat,NumStoreCat,NumWebVisitsCat
5389,60,2. Elderly,Graduate,Relationship,48920.0,2. Lower-Middle,2,0,2,2013,October,238,17,68,8,10,6,347,3,6,2,5,7,1,0,1,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
6036,65,2. Elderly,Post Graduate,Relationship,89120.0,4. Upper,0,0,0,2014,March,1168,92,408,72,129,55,1924,1,5,6,7,1,1,0,0,1,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
182,78,3. Old,Post Graduate,Relationship,44124.0,2. Lower-Middle,1,0,1,2013,May,284,0,55,0,6,52,397,4,6,2,5,8,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Visit
203,49,2. Elderly,Post Graduate,Single,81169.0,4. Upper,0,0,0,2013,April,1288,20,613,80,61,27,2089,1,5,7,9,2,0,0,0,0,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
11025,63,2. Elderly,Graduate,Relationship,36443.0,2. Lower-Middle,2,1,1,2013,February,65,0,46,4,3,20,138,4,3,1,3,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,High Number Visit
10203,34,1. Adult,Graduate,Single,26095.0,1. Lower,1,1,0,2013,June,11,7,9,3,1,11,42,1,1,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
4607,65,2. Elderly,Graduate,Relationship,71367.0,4. Upper,0,0,0,2013,August,227,23,389,42,21,75,777,1,4,5,7,2,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
3711,80,3. Old,Post Graduate,Relationship,80184.0,4. Upper,0,0,0,2014,March,1035,134,670,25,38,0,1902,1,6,3,10,3,2,0,0,1,1,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,Low Number Visit
3696,59,2. Elderly,Graduate,Single,30630.0,1. Lower,2,1,1,2014,January,27,1,12,2,0,10,52,2,2,0,3,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
2532,37,1. Adult,Post Graduate,Single,73454.0,4. Upper,0,0,0,2014,March,982,73,351,56,14,175,1651,1,2,4,6,5,1,1,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
9214,33,1. Adult,Graduate,Relationship,42691.0,2. Lower-Middle,0,0,0,2013,August,179,2,64,38,17,58,358,1,5,1,6,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
4943,71,3. Old,Graduate,Relationship,70503.0,4. Upper,0,0,0,2012,September,1379,33,216,0,33,66,1727,1,2,4,9,6,2,0,1,1,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
35,37,1. Adult,Graduate,Relationship,25545.0,1. Lower,1,1,0,2012,September,32,1,64,16,12,85,210,3,2,2,3,6,0,0,0,0,0,0,0,1,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
2258,38,1. Adult,Graduate,Relationship,32880.0,1. Lower,1,1,0,2012,December,8,4,15,7,6,2,42,1,1,0,3,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
4322,66,3. Old,Post Graduate,Relationship,77863.0,4. Upper,0,0,0,2013,November,881,38,319,16,25,12,1291,1,4,5,10,2,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
713,47,2. Elderly,Post Graduate,Relationship,50353.0,2. Lower-Middle,0,0,0,2014,June,141,15,153,67,31,35,442,1,4,4,6,3,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Low Number Visit
4702,60,2. Elderly,Graduate,Single,61839.0,3. Upper-Middle,0,0,0,2012,August,1000,155,379,224,17,120,1895,1,4,8,4,8,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,High Number Visit
3281,64,2. Elderly,Post Graduate,Relationship,49154.0,2. Lower-Middle,2,1,1,2013,November,206,10,67,30,27,71,411,6,4,1,8,6,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
702,49,2. Elderly,Post Graduate,Single,47682.0,2. Lower-Middle,1,0,1,2013,February,162,61,83,97,57,61,521,4,4,3,8,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
2004,55,2. Elderly,Graduate,Single,72679.0,4. Upper,1,0,1,2013,September,619,54,260,127,54,54,1168,1,4,7,5,1,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Low Number Visit
4769,47,2. Elderly,Post Graduate,Relationship,57954.0,3. Upper-Middle,2,1,1,2014,June,456,4,24,0,0,9,493,7,8,2,6,7,1,0,1,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
4437,62,2. Elderly,Graduate,Relationship,65316.0,3. Upper-Middle,2,1,1,2013,April,112,6,92,3,9,38,260,2,3,2,5,4,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
8724,42,1. Adult,Graduate,Single,28567.0,1. Lower,1,1,0,2013,June,11,3,22,2,2,6,46,2,2,0,3,6,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
10741,73,3. Old,Post Graduate,Relationship,47352.0,2. Lower-Middle,1,0,1,2013,April,172,12,112,8,0,15,319,4,6,1,5,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
1991,57,2. Elderly,Graduate,Relationship,44931.0,2. Lower-Middle,1,0,1,2014,January,78,0,11,0,0,7,96,1,2,1,3,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
6931,57,2. Elderly,Graduate,Single,76982.0,4. Upper,0,0,0,2014,February,464,151,292,65,60,30,1062,1,8,3,4,4,1,0,0,1,0,0,0,1,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
11096,72,3. Old,Post Graduate,Relationship,57247.0,3. Upper-Middle,1,0,1,2013,August,99,4,32,37,54,6,232,2,2,1,7,2,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Low Number Visit
304,43,1. Adult,Post Graduate,Single,22944.0,1. Lower,1,1,0,2013,December,19,3,19,4,5,26,76,3,3,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
3665,47,2. Elderly,Post Graduate,Relationship,25315.0,1. Lower,1,1,0,2013,November,1,9,8,11,3,22,54,3,3,0,3,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
10591,55,2. Elderly,Graduate,Single,43638.0,2. Lower-Middle,1,0,1,2012,August,63,10,83,7,19,19,201,2,4,1,4,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
5036,40,1. Adult,Post Graduate,Single,42710.0,2. Lower-Middle,1,1,0,2012,November,252,3,42,4,3,102,406,2,4,5,3,6,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Low Number Purchases,Medium to Low Number Visit
5547,42,1. Adult,Post Graduate,Relationship,84169.0,4. Upper,0,0,0,2013,August,1478,19,403,0,19,0,1919,1,7,6,6,3,2,0,1,1,0,0,0,1,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
7822,48,2. Elderly,Graduate,Relationship,54058.0,3. Upper-Middle,1,0,1,2013,June,198,18,252,32,108,54,662,2,4,6,8,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
8541,34,1. Adult,Post Graduate,Relationship,24683.0,1. Lower,1,1,0,2014,March,8,4,10,6,7,6,41,2,2,0,4,5,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
10955,60,2. Elderly,Graduate,Single,85620.0,4. Upper,0,0,0,2014,January,416,46,925,60,107,46,1600,1,3,6,4,1,0,0,0,0,0,0,0,1,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Low Number Visit
4368,44,1. Adult,Graduate,Relationship,47850.0,2. Lower-Middle,1,1,0,2013,December,42,7,43,20,12,10,134,1,3,0,4,6,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
9671,56,2. Elderly,Graduate,Relationship,19514.0,1. Lower,2,1,1,2014,January,14,3,21,2,1,28,69,4,3,1,2,8,1,1,0,0,0,0,0,1,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,High Number Visit
2256,51,2. Elderly,Post Graduate,Relationship,27159.0,1. Lower,2,1,1,2014,March,17,0,3,0,0,1,21,2,1,0,3,6,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
4279,61,2. Elderly,Post Graduate,Single,39548.0,2. Lower-Middle,2,1,1,2014,March,15,4,10,3,4,18,54,2,1,1,3,3,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Low Number Visit
